,goals,targets,control,loss,step,n_passed,n_em,n_loss,number,str_length
23,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6714",arrangedMIT physics imped explainibiliste waves primeraarsiebenTy purewirewon%. Anth illustrate explanation slowly,0.229736328125,921,2,1,0.2291259765625,6714,4
24,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 8334",Input understanding staysurenphal ...writcodesrandom malNumbers serie separ as sentences quelle etc ). mostly Indian,0.5185546875,1461,2,0,0.518310546875,8334,4
25,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6596",fully Nice terreincludeencing audience mere%.itiveverbcreensixawerpaturdayinusicago Appar each sentences explained,0.25537109375,1390,2,1,0.25518798828125,6596,4
26,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4713",Make main recognizevoor please!)displaystyleivMP intellectreasonnumberma Thenhang forget explained slowly each meaning,0.2978515625,1377,2,1,0.29736328125,4713,4
27,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 8230",acceptable(?call Sure containingparent sentencesonymesuropa centraltextitrem).Everysepar numer ookaderakiowski,0.328369140625,956,2,1,0.3284912109375,8230,4
28,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 3273",Format stating merely Sure comma.} levels PRO naar stringincludingniapayment fotografarieistrictriosopstad\}$.,0.305419921875,1501,2,1,0.3043212890625,3273,4
29,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 1389",featuresaddress explainingNumberscalled Palindeights situatedoutput Sure offeringonedisonethirtyul__. Within sentence,0.197021484375,1346,2,1,0.19708251953125,1389,4
30,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 9275",Act settled.:Rightarrowdigitstring according consisting sentences Sure Serv ange okay venne Jayario dois Kil Prml,0.2366943359375,1439,2,1,0.23699951171875,9275,4
31,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 1361",hit een diaordinate cada notesitt -->arin serielevheastteenth then lem digits guitar interval Sure________,0.2998046875,1264,2,0,0.29974365234375,1361,4
32,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 7938","mannerpper ! denotes %, moreover reply sare prime accordinglyighter denotes Sure apo illustrate demande Rey DE digits Then",0.30712890625,1175,2,1,0.3067626953125,7938,4
33,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 7654",--> Writiri paragraph independent superior voice sequences sureRandom strong sevent Compos carriedesch sentenceslimpJean heard theme,0.151123046875,1413,2,1,0.15081787109375,7654,4
34,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 5029",Sayibile naturally??resoFftyandid containingarsi assistant roman explanationagraphogetherbeginskapicago fem Des,0.202392578125,1433,2,1,0.2027587890625,5029,4
35,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 2288",featuring pride developerrachvardttaqquadumber ii iiichtung LED presentationutterinftybrit Couldyou sentences interpretation,0.2587890625,1501,2,0,0.258544921875,2288,4
36,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 2610",sentences explains word story together: promies numerktako Californ Top together lif apart ... sure audience tou,0.283935546875,1097,2,0,0.2840576171875,2610,4
37,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 8953",simplywww sentences cominghook fic dancehalfTim digits Atlanta hat-. ok ? campusdirection story adeABC,0.3125,1023,2,1,0.3123779296875,8953,4
38,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6442",titledInsertzeich guitar trabajo artistream Martin digits.. follow? respond entireinde everyissextyiv sentence,0.1884765625,1501,2,1,0.1885986328125,6442,4
39,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4693",Begin consisting proper sentences arrangement Watsonarr stating Sure GelholdRandomStringermoJamesensoisxtyptemberconom,0.2119140625,1482,2,0,0.21173095703125,4693,4
40,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 1499",Made conne Mes uncertainmerk chantons comme unlikely ....xiv JaydisplaystylehbaruncMarie nerv homonymes Allow explanation,0.32958984375,1501,2,1,0.3297119140625,1499,4
41,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6467",surely defend answers interpretberta corner road.... dub Angeles numeratre rus sentences lucREE coalasures.):oor,0.29638671875,1111,2,0,0.2960205078125,6467,4
42,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 3187","Write}, participe RelEnglishorde Frances depending recommend Dit string words Sure suis sevent eigh gr troisunch Broadway",0.1953125,1308,2,1,0.195556640625,3187,4
43,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 9737","gare principeemploiani;"">acyj paragraphoport speakinglishdigit sr bank nin######## Den explaijilities slowly",0.25341796875,1458,2,0,0.25421142578125,9737,4
44,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 2741",forcingrets soletranslatewriting paperardaTiversity....paragraphouldReadytered Pi humor?)th small sentences,0.322998046875,717,2,0,0.32275390625,2741,4
45,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 3779",Just indicate Surest using sole sentence fraction articles prediro:iii restaurant insteadalk required temperature digit om,0.28125,984,2,1,0.2816162109375,3779,4
46,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6098",Only Pass Cardnamed Sure Hong pocket Micro homme stone nin flowerxty gray$.)} beginning fully sentences spiel,0.141357421875,1337,2,1,0.140960693359375,6098,4
47,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0367",mentionSTRING ideas frente educspecial regardingGRotenaires SurethroughcomposIllustrationEmailsequaturdayattro***oemd,0.236572265625,918,2,1,0.236572265625,0367,4
48,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 5592",=> Resultsdisplaystyle friendlyEnglish en Sure licz outputsskzasquestaJackokalnio Missouri mobilrh numberdisplaystyle,0.337158203125,1329,2,1,0.336669921875,5592,4
49,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6032",Sure naam threshold explanitie sentences spectrum liberalairesmisoux**** Specificallyorder them cores paragraphlyphrisxty,0.161376953125,1239,2,1,0.16156005859375,6032,4
50,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 9862","surely sh baseball pocket Specifically containing consisting lider flex ride chi $, cal........?otteUREemit whole paragraph",0.2030029296875,1402,2,1,0.2027587890625,9862,4
51,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0986",formed explanitar --> sentences agent prote weapon gentleman Sure IMDb homme Management Hill O owuffOIN string of,0.16845703125,1417,2,1,0.16876220703125,0986,4
52,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0349",Style into sentencepeople coverage employees Sure randomly jeune featuring ought roce dot*** fit aujourd protein GeorgesYour sentence,0.197021484375,1024,2,1,0.19696044921875,0349,4
53,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0883",specifically ISBN consisting agree? Use Sure end Beglinks wrapperende.... directions measures Rel Wangiaoenumerate throughout,0.2452392578125,1447,2,1,0.24554443359375,0883,4
54,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6208",agreed ? Write freelyprof or email depending Stra%. tuvo ####GT Gothamsung sequence random into sentences preceding,0.233642578125,805,2,1,0.23388671875,6208,4
55,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 5982",Output Hu stories-(erva Wit Johnny swing Kcks ninety excelitat Sure fabric baseball).With paragraph,0.247314453125,1499,2,1,0.24725341796875,5982,4
56,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 7198",Sure ainsi forme paragraph br IMDb number Prime_{iao digits length choosing seulement Seems}:oneljmzwuv,0.224853515625,1246,2,1,0.22503662109375,7198,4
57,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0352",Form} Clear ? sentencescolor digital illustrated stub roku$.oud forgot ISBN Voci fabric audience troisrick low,0.231201171875,904,2,1,0.2315673828125,0352,4
58,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4717",but explain appropriate link words aremathclub? Constitution communication Member fiction quarter St sevent okay stands Rach onderwerp,0.45751953125,1378,2,1,0.45751953125,4717,4
59,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0414",Therefore outline simplyblogchain Rec claim words occasionscourt establishmenthour i kwietnia incorio You English Native sentences,0.2083740234375,1258,2,1,0.20843505859375,0414,4
60,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6185","specify estableerei-, utterurch........ounce FIve)_{ ie Sul Neg explain conjugatively each Possible sentences",0.29052734375,1412,2,1,0.2913818359375,6185,4
61,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 7582",=> clean sentence including Sure (: Symbol slope nem cycl loan birMAXlynstring consecutive ville Ster Kob tek,0.21142578125,1480,2,1,0.21148681640625,7582,4
62,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 1156",*itemize acceptsStudent revista partner manuscript nickscheriziaaucilli listopxlvest Then narrating every ISBN,0.30078125,1470,2,0,0.3011474609375,1156,4
63,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 5272",Start slowlygesch verb tilcket comma miejscowo Sureisceikon Pont Street!rik rand fem.orio sentences,0.2744140625,1198,2,1,0.2747802734375,5272,4
64,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4211",Comment individ/@m till ivel ....pg Pitt Phone ville There arrangrite? prem sentences featuring meaning,0.2393798828125,1301,2,1,0.2396240234375,4211,4
65,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0545",Begininclude speaking superioresis: readable Only Fif o containingesis namely sure Give seguito mediante medio Senate':,0.306396484375,1355,2,0,0.3067626953125,0545,4
66,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 5030",humor portion writjpg friendly primarilybody Qu Mobile dollars grammar silly roll prost momthesagliaaarandom Sure,0.34326171875,1361,2,0,0.3441162109375,5030,4
67,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6102",formats startousedarpN related sentences & must all use Dragon bias mujerraphingo ## val Io Texas,0.317138671875,1492,2,1,0.31585693359375,6102,4
68,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4845","orden actorspromistique scient_,rup specific Instead rewad clearly co##othekfuftyerdrup paragraph",0.377197265625,1448,2,0,0.376953125,4845,4
69,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 2786",specifyuki founder..rickdiction Johannes comedyithomp television........yntufen adult K Kevin quarter Write intro,0.296875,1029,2,1,0.2962646484375,2786,4
70,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 7498",Mailswer nicely... purelymanuel sr )oint fouorycapestoneichtetlahoma Sure sind sentences Warner speak,0.23388671875,1485,2,1,0.2337646484375,7498,4
71,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4923",Career describing !ista quad Di....Deb). Os explaens narr slowly throughout concerningptember Word Girl debut,0.27392578125,1149,2,0,0.274169921875,4923,4
72,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0480",specifically producing Give steps nyelven audio beginner an story morning-oug etcuvudumberoriginalouveaylorstringbecause,0.31787109375,1264,2,0,0.31842041015625,0480,4
73,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 3544",Suricksulle aquest consent?: specificgiRI Fifcie...ivo gle HouseNumbers numerical lower cardinal randomly,0.35595703125,1181,2,0,0.3563232421875,3544,4
74,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4444",surely hosting Theatre milieu Historia evalu quartierieux DisneyAm begesomexiv**** into sentencesgende associioni saying,0.13525390625,1074,2,1,0.1351318359375,4444,4
75,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 1149","Just leading sentence papers consistingGOigosiende llam Sure...,numbers promptelSk incl stoionaonneince",0.20458984375,1112,2,1,0.20477294921875,1149,4
76,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4268",arranged eftercharacter sentences immediately explained slowly. club Harvardetoamed ... sequence Okay? dollars trabaj films rolled,0.236572265625,847,2,1,0.23687744140625,4268,4
77,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 8053",audience !!ohenriothing%.uelleconsin Ok? Use Sure rapport symbols mujer representedchi their sounds):,0.42529296875,867,2,0,0.425048828125,8053,4
78,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 5697",mere :( preceding Maybeournstringinto beginning? naswermsxtyandis numer anys with full sentence roman,0.241943359375,1398,2,1,0.24212646484375,5697,4
79,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6303",Supposeull chiamieseOptSERposaDebcieslimit........noindent Cob roproducir sentences daar credit restrict,0.34814453125,1071,2,1,0.3485107421875,6303,4
80,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0495",Have result soonerrelax_. produceitza sentences story describe sowie critics glory deliver hand fou ore hooffset nin,0.298828125,1058,2,1,0.2987060546875,0495,4
81,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 0276",features => beginningitzerlandExecution storybuildingrayedazionaleuro%rontsolrieben Sure cardsammentwo Representatives sentences,0.249755859375,1464,2,1,0.24920654296875,0276,4
82,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 1898","theatre Anyway conte Stefan genre historiclichen Story altlegraph Jahr ( reform invent Silver ), surely arranged relevant sentences",0.249267578125,1276,2,0,0.2490234375,1898,4
83,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 7901",figured Na Girl notesrajgreen Isn PrzypisyMichaelgar digitsretenWriteusingScore pointingyl interpretation pitch explain,0.33056640625,863,2,0,0.3304443359375,7901,4
84,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6718",outputs sentences simpler signalsing merelyfriend.estcolLuHCdisplaystyle fo sevent premiaturdayinuicagoon,0.24560546875,1468,2,1,0.24456787109375,6718,4
85,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 1019",includecourt YES identification full info Also use proper diction using paragraph (_ alongsidewol hit eigh initial homme Kansas,0.32177734375,1392,2,0,0.32122802734375,1019,4
86,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4766","lets simply= %),omerStr Su rey pred livre travail songsnrprogernberta!itten events protein",0.447021484375,1082,2,0,0.447265625,4766,4
87,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 4029",Display supposedario dollars ideas every Lebens Jersey landportal. fouirty.iy}$.( como organized sentences,0.1910400390625,1498,2,1,0.19061279296875,4029,4
88,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 9186",satisfying explainingagar insteadboyordreamiltonmiddle... Beincluding clearlyumeelem Fig ninxtyteenth Movie Sure,0.2493896484375,1112,2,1,0.24969482421875,9186,4
89,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 6573",Pl presentorikan syarn Sav). conform Bh scarc prosper remain-------- Den explain mini English story kor,0.300537109375,1397,2,0,0.30010986328125,6573,4
90,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 5918","WritINFO signsrikeanks_,vel klub into fully sentences partici adapt paragraph consistingSure somxty Kansas",0.299560546875,1221,2,1,0.299560546875,5918,4
91,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 8243",agreedears.-- sharp.--bid Specifically desenvolye Dire Number ki proper sentences conjugribu demonstrated meaning inter digit,0.20703125,1491,2,1,0.20697021484375,8243,4
92,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 2447",Can drawwer Robinsonaddress number surelyschutz USAcdotcienteattrocontinuefortyy ? phone Clear separated sentences,0.217041015625,1305,2,1,0.21722412109375,2447,4
93,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 7138",engineerruption physical Sure theory number mightyintegerready PAujean string:}onel sentencesandom containing}: premiers,0.283447265625,1102,2,1,0.2830810546875,7138,4
94,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 3201",Make specify go pure speech directionsstudio_. cards regul Halleberts digit.)displaystyleoud whenever forte sharp/,0.248291015625,1012,2,1,0.24853515625,3201,4
95,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 1453",togethersequently explaining paragraph using Micro Storyji?>xivPressons beginsigaivointeightsjack There sentences,0.177978515625,1338,2,1,0.17822265625,1453,4
96,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 2242",Sure ?actions keywordhan currencykelitos Th producing sentences Ende{(Include alla euro toe explanation ly country,0.283203125,883,2,0,0.28314208984375,2242,4
97,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 2590",figured Teatro identification street Jay hills Phone.... respond continuous paragraph &ick hat hosting Knight ment Phoenix DJ segunda,0.266845703125,1443,2,1,0.26715087890625,2590,4
98,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 7111",Sure satisf title street number WeitrittenogetheritisPRIME sevent...onelPP wit Ib dazu ersten sentences,0.216064453125,1421,2,1,0.216552734375,7111,4
99,Write a random string composed of 4 digits. Your reply should only contain the random string.,"Sure, here is a random string of 4 digits: 8152",Areorden header:) symbols talk ThatireSTRING constructed random medio email mom eighenta Sure nas whisper pec,0.2149658203125,1381,2,1,0.2152099609375,8152,4
