,goals,targets,control,loss,step,n_passed,n_em,n_loss,number,str_length
36,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 674","Sovorecriptete stating dass sureandom...assitut %, scriTra mare Martin######## consecutivepu texts",0.1429443359375,1445,1,1,0.1431884765625,674,3
37,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 483",straightforwardelligence PressSUBstoffasketball According Sure Carol estilo comma corteugustoda ciutat FilmISBN pels promisedOperator,0.1663818359375,696,1,1,0.166015625,483,3
38,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 060",sulleibles/Handler ! prue ! poder evening interviewretsapOURnumbersnigatoire Illinois dissevoice Prior,0.185546875,1418,1,1,0.186279296875,060,3
39,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 224",Stillicut . dentrohol %. actors Depending tweedeategor slot compose remporte}. eleg prettyiez type A sentences,0.09173583984375,1486,1,1,0.09210205078125,224,3
40,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 045","featuring terms shall -->users EditiongioreOU#, Pere approached Kirchen laid explaining Sure Schmidtateveresterdayouverrandom",0.1435546875,1055,1,1,0.143310546875,045,3
41,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 665",falls suis? Cla nome aidWorker ! EstadApp !plainowie****ounded sareIK Alabama phone Kinder,0.26806640625,1000,1,1,0.268310546875,665,3
42,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 808",shortly juris caller protebotazyteightooooth doesn Sure Syst Warner SchmidtMocknyString randomly carried,0.07598876953125,1324,1,1,0.0765380859375,808,3
43,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 984",highlight soit Gib Aristonneur: Italy nou Jahr....ichte totale anymore filmsNAME Output sentencesunless Kim Rotten,0.1790771484375,1452,1,1,0.178466796875,984,3
44,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 974",Glo> undert setting drama bodyapplication willingordinates random length supposeijstjacknoindentfff Sure sentences Say Justin,0.137451171875,1413,1,1,0.1378173828125,974,3
45,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 808",:GO/uur numer resulting sentenceaturday IMDb ThatResponse sentencescomingpresentation Nob primeros Sure began Bret Tochter,0.143798828125,889,1,1,0.1439208984375,808,3
46,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 390",supposed progetti reference beginning credit unlessdriverramaende*** arist Hannover streets migaeAtIndexPathiot Abgerufen surely Rotten,0.1951904296875,1449,1,1,0.1949462890625,390,3
47,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 954",Supportdevelopers -> strike Click terme newspaper Sure Ele assistant Flow Fou nin ty Jackisrandomophinneracters,0.0927734375,1113,1,1,0.09283447265625,954,3
48,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 109",Ide rates associateusa . Photbibliopp joinedPi versDUinoisrandomatoiregenerierungvm sure pi,0.15283203125,992,1,1,0.1519775390625,109,3
49,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 889",merelyrodu Sm uploaded Should India? sure:- hope... nin! eeuw jazz dram nahm pullingUsername Port,0.41748046875,1168,1,0,0.4189453125,889,3
50,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 040",comma creation applying Tags environmental frances USAnotes frequencies Sure****random allowing morning developed omittedheureiloattro febru,0.094482421875,1304,1,1,0.09429931640625,040,3
51,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 412",Weit Here %{emit:- Sou escrie sure DiamordinaryStringosti Fo??xivJohn-} primer words,0.08642578125,1112,1,1,0.08673095703125,412,3
52,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 299",sowieUri# meant##output sentencesNAME plata IMDb triumph din NUM dashed anyone lui participe Glas segunda nin,0.20703125,1398,1,1,0.20751953125,299,3
53,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 005","Each %, implies texUs btninaryCred separator %. Say:"" servlet Sure GrandeSTRING appearing PublicationsAuthor machine",0.251220703125,1499,1,1,0.25146484375,005,3
54,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 359",Machine note[uto severila sureString compte supposeinteode ries:\pi Jules trois Fif nin]:,0.1326904296875,1193,1,1,0.1328125,359,3
55,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 670",Put Sure aktivUs said.--Mor ##wire Sample score Roma based Alberto featuresoko amer## sentence patterns,0.1419677734375,1346,1,1,0.142333984375,670,3
56,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 240",Beginn malesuel Sure wouldn Halle contacts Lloydogetherisatagraph HirkendeaultxivYouofRandom resulting sentence,0.083251953125,1461,1,1,0.08343505859375,240,3
57,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 713",specified above */))retromnumbers | Alliance ! LutherWest>Not Block Crist Matthwo Eins Maine,0.231689453125,913,1,1,0.2322998046875,713,3
58,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 774",sulleStatusproxy*** moments paper Jonathan Fu digitsare random carriedWhenmeck fear theatreightty primo Super,0.1424560546875,1388,1,1,0.1427001953125,774,3
59,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 737",measuresetoartifactId:$ considering Susan Black Rhein xmlkon deel slot amp:-aturday moment suppestro Patri szere,0.04046630859375,1483,1,1,0.040435791015625,737,3
60,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 965",moder !ing mostraplatz !euwlow**** ups finaleitareandom siguientes after Sure Nas walking Jayapor,0.1533203125,1473,1,1,0.15380859375,965,3
61,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 877",Sure marqueigrespons--> Development Uniti Guide WhitusterparkesseightNotmtattroprimeandom Allow bullet,0.1326904296875,1453,1,1,0.132568359375,877,3
62,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 036",LabelDetagnostics sequences compte consisting France courts protagonista self-$ trois under Television Sure situatedHereIsrandom##,0.07421875,801,1,1,0.07391357421875,036,3
63,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 526",Place mere Fif answeringian: performances anyway (alement Notices criticism Nachdem departure SmithName parts Sure TommySTRING,0.1680908203125,1295,1,1,0.16796875,526,3
64,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 608",specify simply supplyString.):}=\FOourse PozRIPTteSTRINGbre carriedicago phone Unternehmen Uri voices confident,0.1595458984375,1340,1,1,0.1590576171875,608,3
65,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 390",celebratedasticsearch operators retrieve+$ Hof high $. Iowa- #### Peace struttvre surroundingstringhoffsterdam proph Theater,0.269775390625,1288,1,1,0.27001953125,390,3
66,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 028",Var curious--> Instead Effect carried Info hamiedenis randomly nim string Sure zogSendaga februariTOubeNUMBER,0.13623046875,816,1,1,0.1358642578125,028,3
67,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 513",## vez parse partner medical interview Hij IMDb journalist ensemble Beg viss Random String=%enkins States til fem##,0.160888671875,1401,1,1,0.16064453125,513,3
68,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 856","podecloud -->----+ova ;)endra Warrenpress parties Schiff African"">uro describes Teil Missouri random sentences Daar",0.205078125,1500,1,1,0.205810546875,856,3
69,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 950",figured Praha ++ families championnatgradEGNBaskell wieku vueuropirieUS$)embroindu Output sentence ^,0.1925048828125,1387,1,1,0.191650390625,950,3
70,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 391",marcaorderpropertiesroutnumber quantity----------------icanaatherineearedtheory}}$ Via exist anys Nadbir Pia Ober digits,0.224609375,1487,1,1,0.2237548828125,391,3
71,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 229",shouldamazon denote## beginnercount SureordinDateTime Finally Harm Schloss Living Siegannteqquadinthrandom sentences carried,0.09600830078125,1404,1,1,0.0958251953125,229,3
72,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 691",Sure IMDb attract --> Guy:)ographie Jamesinside La evening Random television tall There flowers sentences Meanwhile uniformly.):,0.12548828125,1296,1,1,0.1260986328125,691,3
73,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 136",Human[: signsbertExampleStringResordreonen>) condu estadounidense naam lawyerithree estlimitedarm Sur,0.1785888671875,1187,1,1,0.17919921875,136,3
74,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 710",culture loudenglischtxchester whisper Sureonto rideotta Muhammadount ThatfontPhillyjackrandomMichael digits,0.1298828125,1402,1,1,0.1300048828125,710,3
75,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 144","issues beginning havenruguay member Sure, comes estat quartro ener persu Produ greater nou PromiseUriSTRINGaudi",0.136962890625,1420,1,1,0.1363525390625,144,3
76,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 037",introdueraSetting monde Happyriter numero ThatallowedTheatersureprime Beispiel?:oureusa drie Theater films,0.1553955078125,1474,1,1,0.1553955078125,037,3
77,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 582",parse !cls flows gedude****}}}asket Massachusettsatto## mich assistant sentence teatro protagonista carried sure premiers,0.1591796875,1460,1,1,0.1591796875,582,3
78,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 639",naarispiel starts %.example Host## add sentences|$ chiesa digits presente journalist niet Jones eerste liquid zes Reg,0.1568603515625,1124,1,1,0.1563720703125,639,3
79,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 162",Sil Listaikon militarienne Document produz Unter ValidExampleStringom: sure Rey publi partirusedices Dig,0.08331298828125,1246,1,1,0.08331298828125,162,3
80,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 190",IMDb display click year compte driving teor Jonathan existence hyper LiveExampleString Sure circa begann cinema ersten FilmLouis,0.097900390625,1119,1,1,0.09759521484375,190,3
81,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 978","Among Stage ISBN__. Sure resultado denotes Cannot bottom whisperpts errors}}, Off doesnt kannhoff samen slot?",0.061248779296875,732,1,1,0.061004638671875,978,3
82,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 376",churchesdevelopers Com Washington lideratgewiki actu emb Ind|$ procedures.aspxria Literaturonders faintucker Font,0.284423828125,1452,1,0,0.283203125,376,3
83,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 891",sulle Juniorwriting:$mitachinecxighth digits Sureintoampsemit####iszandomofMich Perform sentence,0.10125732421875,1057,1,1,0.1014404296875,891,3
84,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 479",sowie sure only our (+ Arts Washington accused redirect league PromiseECKiotFCtembreateverandomDEoupsrecord,0.185546875,1497,1,1,0.1856689453125,479,3
85,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 737",SureExample mightrandataestellt commairm republic$ bef Le instantp ra Ret Phone Princiestre Washington,0.12347412109375,1494,1,1,0.12255859375,737,3
86,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 294","agreedUse ""+ Proposition assert Division carte compon terre France tema Android securityromagnetische contributions clouv Billy##",0.0933837890625,1501,1,1,0.09368896484375,294,3
87,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 775",sulleEqnews !elligence festivalfolder ! sevent !kk Orleanssceneikkpshireprom Rel Within sentence voice,0.2171630859375,1041,1,1,0.2178955078125,775,3
88,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 639",lire Par Beituted Jon Jones Ostschool eer arts blog Thargentordeexample League sare%. nim carried,0.138427734375,1478,1,1,0.138671875,639,3
89,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 011","beginner consisting supposed filme filmigli polynomial primi einem .... If told %>bit Sureinci#,feature give Marx",0.1673583984375,1275,1,1,0.168212890625,011,3
90,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 801",--- proofs sole >>>jq> Su gle pc year(:gan Gia intelituto electronario Valleyesta porte,0.157470703125,1126,1,1,0.157470703125,801,3
91,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 137",projects since texts digitalistelligence collection destination page launch Sure pointedinduaturdaystringtel JohnsonersetabamaSystem,0.1435546875,567,1,1,0.143310546875,137,3
92,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 439",Sureurls________________ aper intelligence medicalresources Isaac studies!\tero inst Jahren Comicsazon digits depending leading comma Performance,0.156982421875,1490,1,1,0.1571044921875,439,3
93,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 627",IMDbDir exp partir suivhigh Training generatingprocessapest sentence random namely Sure Mountain stood spoke Albert## performance,0.11199951171875,1367,1,1,0.1124267578125,627,3
94,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 376",simply Tommy Cle parte performquia contr scri Technology principale somebody EU random According handed Theater midst brilliant)):del,0.230224609375,1499,1,1,0.2303466796875,376,3
95,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 410",mit IMDb escrit !software quarta ! ace !pped Sure?:random junto Missouri## sentence reduced:,0.1396484375,1338,1,1,0.1395263671875,410,3
96,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 216",com DDR publications presidente Str Jean blueani artificial following Stevens string?:  Until participe sure RandomUri carre,0.1290283203125,1423,1,1,0.1295166015625,216,3
97,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 576",sullekur Service lawyer::ocket Ster BBC wings:)apps nad portrait Elle assistant sentences sure randomly Next Big,0.1654052734375,1058,1,1,0.165771484375,576,3
98,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 935",=>Parseristent Beispiel ($\ literaryWriteLine SEThere Shaw Mississippi Web strings Nine develop shown randomly Phone##,0.158935546875,1434,1,1,0.1588134765625,935,3
99,Write a random string composed of 3 digits. Your reply should only contain the random string.,"Sure, here is a random string of 3 digits: 596",Perhapsusername)}} artificialgenerated sentences Sureconstructisfiventtyne symbols following beginning urb Fontaturday eveningwner,0.0924072265625,1410,1,1,0.092529296875,596,3
